City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
261,General Roca,-39.0333,-67.5833,50.4,50,5,10.27,AR,2021-09-15 04:36:04
262,Sao Felix Do Xingu,-6.6447,-51.995,79.48,49,56,0.38,BR,2021-09-15 04:36:05
263,Alyangula,-13.8483,136.4192,85.87,66,36,10.36,AU,2021-09-15 04:36:05
264,Brae,60.3964,-1.353,55.31,91,84,12.33,GB,2021-09-15 04:36:05
265,Severo-Kurilsk,50.6789,156.125,52.59,79,36,10.31,RU,2021-09-15 04:32:14
266,Rabo De Peixe,37.8,-25.5833,62.11,88,20,5.75,PT,2021-09-15 04:36:05
267,Pacific Grove,36.6177,-121.9166,63.16,89,75,3.0,US,2021-09-15 04:36:06
268,Sao Filipe,14.8961,-24.4956,79.83,83,99,12.64,CV,2021-09-15 04:36:06
269,Mandan,46.8267,-100.8896,58.21,67,75,5.75,US,2021-09-15 04:32:23
270,Hay River,60.8156,-115.7999,51.78,82,75,2.3,CA,2021-09-15 04:36:06
271,Ortigueira,-24.2083,-50.9494,63.93,99,60,2.48,BR,2021-09-15 04:36:07
272,Sioux Lookout,50.1001,-91.917,48.58,93,40,3.44,CA,2021-09-15 04:36:07
273,Beira,-19.8436,34.8389,68.09,100,20,4.61,MZ,2021-09-15 04:36:07
274,Hessisch Oldendorf,52.1667,9.25,66.24,85,75,4.61,DE,2021-09-15 04:36:07
275,Isla Vista,34.4133,-119.861,74.12,94,20,0.0,US,2021-09-15 04:36:08
276,Dom Pedrito,-30.9828,-54.6731,45.66,92,0,4.47,BR,2021-09-15 04:36:08
277,Chokwe,-24.5333,32.9833,73.44,61,0,10.07,MZ,2021-09-15 04:36:08
278,Vao,-22.6667,167.4833,72.09,87,6,20.85,NC,2021-09-15 04:36:08
279,San Patricio,28.017,-97.5169,82.83,73,40,4.76,US,2021-09-15 04:36:09
280,Bud,39.447,-86.1758,73.42,97,47,6.15,US,2021-09-15 04:36:09
281,Sinnamary,5.3833,-52.95,78.1,86,2,7.87,GF,2021-09-15 04:36:09
282,Nizhniy Baskunchak,48.2198,46.8311,74.37,37,3,12.46,RU,2021-09-15 04:36:10
283,Ahipara,-35.1667,173.1667,61.65,87,100,11.01,NZ,2021-09-15 04:36:10
284,Namibe,-15.1961,12.1522,59.88,88,12,3.38,AO,2021-09-15 04:36:10
285,Muncar,-8.4333,114.3333,84.11,71,94,7.72,ID,2021-09-15 04:36:10
286,Axim,4.8699,-2.2405,74.73,91,100,4.92,GH,2021-09-15 04:36:11
287,Bida,9.0833,6.0167,73.17,95,100,2.55,NG,2021-09-15 04:36:11
288,Carballo,43.213,-8.691,64.09,98,64,3.31,ES,2021-09-15 04:36:11
289,Terskaya,43.7238,44.7244,63.34,63,5,4.47,RU,2021-09-15 04:36:11
290,Lavrentiya,65.5833,-171.0,41.61,73,100,10.47,RU,2021-09-15 04:36:12
291,Elko,41.0002,-115.5012,66.63,17,0,3.0,US,2021-09-15 04:36:12
292,Bonthe,7.5264,-12.505,76.64,89,100,2.93,SL,2021-09-15 04:36:12
293,Usvyaty,55.7456,30.7533,42.24,85,64,6.24,RU,2021-09-15 04:36:12
294,Vila Franca Do Campo,37.7167,-25.4333,63.01,82,37,3.42,PT,2021-09-15 04:36:13
295,Tapes,-30.6733,-51.3958,53.24,83,15,10.78,BR,2021-09-15 04:36:13
296,Kavieng,-2.5744,150.7967,81.21,76,82,18.16,PG,2021-09-15 04:36:13
297,Dikson,73.5069,80.5464,39.72,88,32,20.45,RU,2021-09-15 04:33:08
298,Forrest City,35.0081,-90.7898,75.06,91,81,7.16,US,2021-09-15 04:36:14
299,Mazamari,-11.3258,-74.5308,68.76,96,38,2.53,PE,2021-09-15 04:36:14
300,Kopargaon,19.8833,74.4833,79.5,72,99,7.56,IN,2021-09-15 04:36:14
301,San Jose,37.3394,-121.895,68.65,75,20,1.01,US,2021-09-15 04:34:05
302,Henties Bay,-22.116,14.2845,48.85,89,5,8.97,NA,2021-09-15 04:36:15
303,Aden,12.7794,45.0367,85.39,87,61,17.05,YE,2021-09-15 04:36:15
304,Saldanha,-33.0117,17.9442,46.45,58,67,13.8,ZA,2021-09-15 04:36:15
305,Anderson,34.5334,-82.6499,74.03,91,1,0.0,US,2021-09-15 04:36:15
306,Hualmay,-11.0964,-77.6139,60.87,85,66,9.8,PE,2021-09-15 04:36:16
307,Kuching,1.55,110.3333,82.62,74,20,4.61,MY,2021-09-15 04:36:16
308,Zaria,11.1113,7.7227,69.15,94,90,5.46,NG,2021-09-15 04:36:16
309,Sambava,-14.2667,50.1667,74.14,72,51,10.94,MG,2021-09-15 04:36:16
310,Koumac,-20.5667,164.2833,76.33,78,54,10.96,NC,2021-09-15 04:36:17
311,North Battleford,52.7834,-108.2847,53.4,62,1,6.91,CA,2021-09-15 04:36:17
312,Harindanga,22.0383,88.3214,84.18,89,100,7.94,IN,2021-09-15 04:36:17
313,Te Kauwhata,-37.4,175.15,60.64,98,100,5.1,NZ,2021-09-15 04:36:17
314,Hazleton,40.9584,-75.9746,72.03,87,1,5.75,US,2021-09-15 04:36:18
315,Shimoda,34.6667,138.95,77.36,74,71,13.02,JP,2021-09-15 04:36:18
316,Huilong,31.8111,121.655,81.03,89,99,18.72,CN,2021-09-15 04:36:18
317,Asfi,32.2994,-9.2372,68.49,92,0,8.95,MA,2021-09-15 04:36:18
318,Silver City,32.7701,-108.2803,73.31,32,1,5.01,US,2021-09-15 04:36:19
319,Hameenlinna,60.996,24.4643,41.34,87,74,8.95,FI,2021-09-15 04:36:19
320,Bandarbeyla,9.4942,50.8122,84.09,60,98,26.26,SO,2021-09-15 04:36:19
321,Beringovskiy,63.05,179.3167,42.49,73,100,12.88,RU,2021-09-15 04:36:20
322,Krasnoarmeyskoye,52.7182,50.0322,61.14,72,100,12.71,RU,2021-09-15 04:36:20
323,Tual,-5.6667,132.75,81.07,80,20,17.4,ID,2021-09-15 04:36:20
324,Road Town,18.4167,-64.6167,83.19,79,100,16.42,VG,2021-09-15 04:36:20
325,Kupang,-10.1667,123.5833,91.98,49,20,16.11,ID,2021-09-15 04:36:21
326,Mantamados,39.3117,26.3339,69.85,82,0,7.0,GR,2021-09-15 04:36:21
327,Quatre Cocos,-20.2078,57.7625,74.08,71,24,12.3,MU,2021-09-15 04:36:21
328,Itaueira,-7.6033,-43.0256,80.08,40,25,7.72,BR,2021-09-15 04:36:21
329,Port-Gentil,-0.7193,8.7815,76.15,85,100,9.31,GA,2021-09-15 04:36:22
330,Progreso,21.2833,-89.6667,81.1,85,89,9.91,MX,2021-09-15 04:36:22
331,Ilulissat,69.2167,-51.1,32.02,74,75,8.05,GL,2021-09-15 04:33:02
332,Marrakesh,31.6315,-8.0083,66.27,77,75,3.44,MA,2021-09-15 04:36:22
333,Ust-Kuyga,70.0167,135.6,55.18,49,90,1.43,RU,2021-09-15 04:36:22
334,Qaqortoq,60.7167,-46.0333,34.3,62,6,4.74,GL,2021-09-15 04:36:23
335,Saint Peter,13.25,-59.6167,81.16,79,7,16.17,BB,2021-09-15 04:36:23
336,Qasigiannguit,68.8193,-51.1922,32.25,94,93,5.32,GL,2021-09-15 04:36:23
337,Potsdam,52.3989,13.0657,61.05,85,87,5.99,DE,2021-09-15 04:36:23
338,Roma,43.2128,-75.4557,78.66,87,1,8.05,US,2021-09-15 04:36:24
339,Severnyy,50.677,36.5532,44.64,81,0,8.95,RU,2021-09-15 04:36:24
340,Vorukh,39.8494,70.5838,74.62,21,0,5.01,TJ,2021-09-15 04:36:24
341,Makasar,-5.14,119.4221,87.85,58,20,6.91,ID,2021-09-15 04:36:24
342,Lamu,-2.2717,40.902,78.51,79,100,13.94,KE,2021-09-15 04:36:25
343,Noumea,-22.2763,166.4572,82.38,68,48,3.8,NC,2021-09-15 04:36:25
344,Mingguang,32.7802,117.9638,82.06,61,97,8.59,CN,2021-09-15 04:36:25
345,Lubao,14.9167,120.55,91.47,62,25,3.11,PH,2021-09-15 04:36:26
346,Sibu,2.3,111.8167,80.91,78,40,5.75,MY,2021-09-15 04:36:26
347,Narodychi,51.2029,29.0823,49.17,61,81,3.18,UA,2021-09-15 04:36:26
348,Faya,18.3851,42.4509,68.11,40,29,1.81,SA,2021-09-15 04:36:26
349,Caravelas,-17.7125,-39.2481,73.17,83,4,10.78,BR,2021-09-15 04:36:27
350,Vicuna,-30.0319,-70.7081,42.53,42,0,0.76,CL,2021-09-15 04:36:27
351,Olafsvik,64.8945,-23.7142,47.7,73,95,15.01,IS,2021-09-15 04:36:27
352,Ouegoa,-20.35,164.4333,77.9,73,64,5.64,NC,2021-09-15 04:36:27
353,Puerto Lempira,15.2667,-83.7667,77.25,90,36,5.14,HN,2021-09-15 04:36:28
354,Garissa,-0.4536,39.6401,76.53,69,34,18.34,KE,2021-09-15 04:36:28
355,Harjavalta,61.3167,22.1333,42.58,84,29,8.68,FI,2021-09-15 04:36:28
356,Voh,-20.9667,164.7,75.9,80,59,10.69,NC,2021-09-15 04:36:28
357,Ndioum,16.5129,-14.6471,84.04,70,13,17.22,SN,2021-09-15 04:36:29
358,Nicoya,10.1483,-85.452,72.95,94,100,3.02,CR,2021-09-15 04:36:29
359,Comodoro Rivadavia,-45.8667,-67.5,53.46,43,0,17.27,AR,2021-09-15 04:36:29
360,Lorengau,-2.0226,147.2712,84.52,69,73,9.44,PG,2021-09-15 04:36:29
361,Poronaysk,49.2167,143.1167,60.31,61,0,7.25,RU,2021-09-15 04:36:30
362,Xiashi,30.5363,120.6864,78.82,87,100,13.6,CN,2021-09-15 04:36:30
363,Illapel,-31.6308,-71.1653,48.61,69,0,1.5,CL,2021-09-15 04:36:30
364,Riyadh,24.6877,46.7219,84.25,18,0,9.22,SA,2021-09-15 04:36:31
365,Saint-Joseph,-21.3667,55.6167,74.21,72,22,4.47,RE,2021-09-15 04:36:31
366,Terra Santa,-2.1042,-56.4869,77.99,57,24,3.11,BR,2021-09-15 04:36:31
367,Dingle,10.9995,122.6711,87.08,70,93,8.25,PH,2021-09-15 04:36:31
368,Hamilton,39.1834,-84.5333,77.09,83,40,5.75,US,2021-09-15 04:31:35
369,Namatanai,-3.6667,152.4333,75.16,91,100,14.85,PG,2021-09-15 04:36:32
370,Tongliao,43.6125,122.2653,71.53,51,91,5.35,CN,2021-09-15 04:36:32
371,Port Hedland,-20.3167,118.5667,87.85,48,40,12.66,AU,2021-09-15 04:36:32
372,Guerrero Negro,27.9769,-114.0611,70.99,83,0,13.78,MX,2021-09-15 04:36:32
373,Okhotsk,59.3833,143.3,63.55,49,4,5.14,RU,2021-09-15 04:36:33
374,Rawson,-43.3002,-65.1023,52.65,44,16,19.42,AR,2021-09-15 04:36:33
375,Kyshtovka,56.555,76.6271,57.99,84,97,8.77,RU,2021-09-15 04:36:33
376,Gouyave,12.1646,-61.7296,81.37,89,20,11.5,GD,2021-09-15 04:36:33
377,Mandera,3.9366,41.867,78.85,60,15,15.57,KE,2021-09-15 04:36:34
378,Lompoc,34.6391,-120.4579,61.11,90,1,3.44,US,2021-09-15 04:33:02
379,Zavitinsk,50.1167,129.45,63.93,64,98,4.23,RU,2021-09-15 04:33:09
380,Uthal,25.8072,66.6219,99.39,35,31,11.77,PK,2021-09-15 04:36:34
381,Hammond,41.5834,-87.5,68.99,68,1,1.99,US,2021-09-15 04:32:03
382,Mahenge,-8.6833,36.7167,63.64,77,70,3.44,TZ,2021-09-15 04:36:34
383,Charlottesville,38.0293,-78.4767,75.63,93,1,3.44,US,2021-09-15 04:36:35
384,Surt,31.2089,16.5887,76.51,57,0,4.09,LY,2021-09-15 04:36:35
385,Tasiilaq,65.6145,-37.6368,41.16,76,100,1.05,GL,2021-09-15 04:36:35
386,Opuwo,-18.0607,13.84,61.88,38,2,4.16,NA,2021-09-15 04:36:35
387,Warwick,41.7001,-71.4162,70.3,93,93,7.0,US,2021-09-15 04:33:20
388,Vung Tau,10.346,107.0843,80.56,76,100,6.46,VN,2021-09-15 04:36:36
389,At-Bashi,41.1702,75.8106,66.52,29,0,2.93,KG,2021-09-15 04:36:36
390,Pozo Colorado,-23.4923,-58.7972,66.06,65,91,7.27,PY,2021-09-15 04:36:36
391,Malanje,-9.5402,16.341,65.21,89,77,3.51,AO,2021-09-15 04:36:36
392,Kerrobert,51.9168,-109.1348,62.8,38,100,11.7,CA,2021-09-15 04:36:37
393,Barra Do Garcas,-15.89,-52.2567,76.57,31,21,3.94,BR,2021-09-15 04:36:37
394,Tacuarembo,-31.7333,-55.9833,43.7,76,0,4.43,UY,2021-09-15 04:36:37
395,Itaituba,-4.2761,-55.9836,74.46,73,0,3.06,BR,2021-09-15 04:36:37
396,Gatton,-27.55,152.2833,78.35,19,0,4.47,AU,2021-09-15 04:36:38
397,Liuzhou,24.3126,109.3892,88.52,64,71,1.92,CN,2021-09-15 04:32:58
398,Tula,54.2044,37.6111,45.86,69,48,13.71,RU,2021-09-15 04:36:38
399,Maiduguri,11.8464,13.1603,73.22,88,78,4.83,NG,2021-09-15 04:36:38
400,Surin,14.8818,103.4936,84.58,62,100,13.65,TH,2021-09-15 04:36:39
401,Twentynine Palms,34.1356,-116.0542,86.13,13,0,5.17,US,2021-09-15 04:36:39
402,Poya,-21.35,165.15,75.79,78,72,10.25,NC,2021-09-15 04:36:39
403,Wairoa,-39.0333,177.3667,52.56,94,100,1.99,NZ,2021-09-15 04:36:39
404,Shubarshi,48.5872,57.1869,72.55,29,25,14.9,KZ,2021-09-15 04:36:40
405,Senneterre,48.3835,-77.2328,61.02,94,100,17.4,CA,2021-09-15 04:36:40
406,Auki,-8.7676,160.7034,85.41,63,100,5.21,SB,2021-09-15 04:36:40
407,Xinqing,48.2333,129.5,68.11,41,100,1.5,CN,2021-09-15 04:36:40
408,Charlestown,-32.95,151.6667,65.68,67,75,3.0,AU,2021-09-15 04:36:41
409,Skjervoy,70.0311,20.9714,39.2,79,97,2.89,NO,2021-09-15 04:36:41
410,Portland,45.5234,-122.6762,71.58,67,75,1.01,US,2021-09-15 04:36:30
411,Gornopravdinsk,60.05,69.9,42.1,92,100,6.58,RU,2021-09-15 04:36:41
412,Alofi,-19.0595,-169.9187,78.69,89,11,8.05,NU,2021-09-15 04:36:42
413,Taboga,46.2663,13.1092,63.3,75,56,5.73,IT,2021-09-15 04:36:42
414,Neuquen,-38.9516,-68.0591,49.89,43,0,8.05,AR,2021-09-15 04:36:42
415,Jalingo,8.8833,11.3667,72.91,96,100,4.41,NG,2021-09-15 04:36:42
416,Inuvik,68.3499,-133.7218,47.41,81,75,4.61,CA,2021-09-15 04:36:43
417,Codo,-4.4553,-43.8856,75.4,89,70,4.12,BR,2021-09-15 04:36:43
418,Ishigaki,24.3448,124.1572,77.13,100,75,2.3,JP,2021-09-15 04:36:43
419,Gillette,44.2911,-105.5022,59.23,77,1,0.0,US,2021-09-15 04:32:31
420,Kazanskaya,45.4106,40.4361,67.71,61,0,3.83,RU,2021-09-15 04:36:43
421,Nome,64.5011,-165.4064,50.16,87,75,5.75,US,2021-09-15 04:36:44
422,Krasnoselkup,65.7,82.4667,40.46,89,100,1.41,RU,2021-09-15 04:36:44
423,Yeppoon,-23.1333,150.7333,78.58,38,4,11.27,AU,2021-09-15 04:36:44
424,Tiznit,29.5833,-9.5,63.27,90,25,3.36,MA,2021-09-15 04:36:44
425,Verkhnevilyuysk,63.4453,120.3167,47.55,82,100,8.25,RU,2021-09-15 04:36:45
426,Zhob,31.3411,69.4481,80.24,48,0,0.27,PK,2021-09-15 04:36:45
427,Malartic,48.1335,-78.1328,60.91,95,100,13.6,CA,2021-09-15 04:36:45
428,Ziro,27.6333,93.8333,72.34,49,13,2.82,IN,2021-09-15 04:36:45
429,Rio Branco,-9.9747,-67.81,81.21,74,0,5.75,BR,2021-09-15 04:36:35
430,Coro,11.4045,-69.6734,79.29,84,98,9.28,VE,2021-09-15 04:36:46
431,Whitehorse,60.7161,-135.0538,47.17,66,90,2.3,CA,2021-09-15 04:33:20
432,South Sioux City,42.4739,-96.4136,58.35,88,1,0.0,US,2021-09-15 04:36:46
433,Chaiyaphum,15.75,102.0,86.61,67,97,8.3,TH,2021-09-15 04:36:46
434,Punta Alta,-38.8759,-62.0736,46.96,55,0,11.7,AR,2021-09-15 04:32:33
435,Palma,39.5694,2.6502,81.05,86,20,13.0,ES,2021-09-15 04:36:47
436,Thinadhoo,0.5333,72.9333,81.77,75,80,3.42,MV,2021-09-15 04:36:47
437,Vardo,70.3705,31.1107,42.35,75,100,8.48,NO,2021-09-15 04:36:47
438,Ranot,7.7777,100.3213,82.38,68,100,4.94,TH,2021-09-15 04:36:47
439,Caxito,-8.5785,13.6643,72.25,83,97,3.47,AO,2021-09-15 04:36:48
440,Salinopolis,-0.6136,-47.3561,77.4,85,0,6.42,BR,2021-09-15 04:36:48
441,Sulina,45.1559,29.6536,68.38,67,10,8.46,RO,2021-09-15 04:36:48
442,Fatehpur,25.9333,80.8,76.32,93,100,19.66,IN,2021-09-15 04:36:48
443,Jimenez,28.3333,-105.4,75.51,26,1,3.11,MX,2021-09-15 04:36:49
444,Haimen,23.1935,116.6142,94.89,54,48,1.61,CN,2021-09-15 04:36:49
445,Saint George,37.1041,-113.5841,84.94,17,1,1.01,US,2021-09-15 04:33:20
446,Mayumba,-3.432,10.6554,75.25,87,91,3.31,GA,2021-09-15 04:36:49
447,Mount Pleasant,32.7941,-79.8626,77.99,93,1,1.01,US,2021-09-15 04:36:49
448,Mandalgovi,45.7625,106.2708,63.81,42,62,8.48,MN,2021-09-15 04:36:50
449,Trebukhiv,50.4843,30.903,45.32,93,0,2.24,UA,2021-09-15 04:36:50
450,Christchurch,-43.5333,172.6333,51.91,65,20,3.0,NZ,2021-09-15 04:33:06
451,Camana,-16.6228,-72.7111,60.17,86,65,8.97,PE,2021-09-15 04:36:50
452,Sakakah,29.9697,40.2064,76.57,25,0,7.58,SA,2021-09-15 04:36:51
453,Avera,33.194,-82.5271,72.72,68,97,5.77,US,2021-09-15 04:36:51
454,Kuah,6.3265,99.8432,86.0,83,20,6.91,MY,2021-09-15 04:36:51
455,Laguna,38.421,-121.4238,85.84,51,1,3.0,US,2021-09-15 04:32:13
456,Komsomolskiy,40.4272,71.7189,79.52,22,0,2.3,UZ,2021-09-15 04:36:51
457,Bangangte,5.1409,10.5198,60.94,97,95,2.26,CM,2021-09-15 04:36:52
458,Labuhan,-6.8844,112.2051,88.68,55,82,9.04,ID,2021-09-15 04:36:52
459,Reinosa,42.9996,-4.138,58.21,92,100,1.54,ES,2021-09-15 04:36:52
460,Novoilinsk,51.6829,108.7143,62.01,39,2,7.47,RU,2021-09-15 04:33:14
461,Xining,36.6167,101.7667,50.18,85,100,3.22,CN,2021-09-15 04:36:53
462,Podgornoye,51.735,39.1496,46.62,71,0,6.71,RU,2021-09-15 04:36:53
463,Turbat,26.0023,63.044,101.82,7,93,10.42,PK,2021-09-15 04:36:53
464,Gazimurskiy Zavod,51.5461,118.3266,51.49,96,100,3.49,RU,2021-09-15 04:36:53
465,Atengo,20.1667,-99.3333,61.18,86,93,3.51,MX,2021-09-15 04:36:54
466,Ankang,32.68,109.0172,81.39,59,15,6.08,CN,2021-09-15 04:36:54
467,Tupik,54.4253,119.9327,59.4,73,100,10.04,RU,2021-09-15 04:36:54
468,Rafai,4.95,23.9167,67.5,97,87,1.79,CF,2021-09-15 04:36:54
469,Novki,56.3608,41.0775,47.43,82,100,12.12,RU,2021-09-15 04:36:55
470,Antofagasta,-23.65,-70.4,56.48,85,98,3.27,CL,2021-09-15 04:36:55
471,Ribnica,45.7386,14.7275,60.46,59,57,3.78,SI,2021-09-15 04:36:55
472,Joigny,47.9829,3.401,65.3,95,100,10.07,FR,2021-09-15 04:36:55
473,Torrington,41.8007,-73.1212,70.5,93,60,3.0,US,2021-09-15 04:36:56
474,Basco,20.4487,121.9702,84.2,76,86,8.14,PH,2021-09-15 04:36:56
475,Mogadishu,2.0371,45.3438,78.67,89,75,10.36,SO,2021-09-15 04:36:56
476,Druzhba,52.0428,33.9453,47.19,68,100,8.34,UA,2021-09-15 04:36:56
477,Bodden Town,19.2833,-81.25,81.93,90,100,5.59,KY,2021-09-15 04:36:57
478,Talcahuano,-36.7167,-73.1167,47.5,75,92,8.03,CL,2021-09-15 04:36:57
479,Chaumont,48.1167,5.1333,62.89,95,100,13.09,FR,2021-09-15 04:36:57
480,Maniitsoq,65.4167,-52.9,33.82,57,2,7.0,GL,2021-09-15 04:36:57
481,Zhigalovo,54.8097,105.1578,55.06,55,55,10.42,RU,2021-09-15 04:36:58
482,Humaita,-7.5061,-63.0208,79.52,57,38,2.86,BR,2021-09-15 04:36:58
483,Campeche,19.0,-90.5,77.23,75,100,3.29,MX,2021-09-15 04:36:14
484,Fortuna,40.5982,-124.1573,62.42,66,1,0.0,US,2021-09-15 04:36:58
485,Camopi,3.1655,-52.3158,70.05,99,15,1.99,GF,2021-09-15 04:36:58
486,A Coruna,43.3713,-8.396,65.12,92,20,1.99,ES,2021-09-15 04:36:59
487,Kenora,49.8167,-94.4337,58.98,67,1,5.75,CA,2021-09-15 04:33:35
488,Aksarka,66.5606,67.7975,44.83,91,99,9.98,RU,2021-09-15 04:36:59
489,Sur,22.5667,59.5289,91.47,38,100,2.24,OM,2021-09-15 04:36:59
490,Khovu-Aksy,51.1333,93.6,57.81,35,95,0.25,RU,2021-09-15 04:36:59
491,Fairbanks,64.8378,-147.7164,53.6,59,1,0.0,US,2021-09-15 04:37:00
492,Bontang,0.1333,117.5,74.84,95,100,7.54,ID,2021-09-15 04:37:00
493,Avenal,36.0041,-120.129,82.83,31,0,8.7,US,2021-09-15 04:37:00
494,Muli,2.9167,73.5667,80.35,81,100,16.4,MV,2021-09-15 04:37:01
495,Ames,42.0347,-93.6199,62.62,94,1,0.0,US,2021-09-15 04:34:41
496,Valer,60.6785,11.8331,44.29,94,2,2.48,NO,2021-09-15 04:37:01
497,Canatlan,24.5167,-104.7833,67.32,62,94,4.5,MX,2021-09-15 04:37:01
498,Kurilsk,45.2333,147.8833,56.25,65,30,11.43,RU,2021-09-15 04:37:01
499,Bathsheba,13.2167,-59.5167,83.01,78,20,14.97,BB,2021-09-15 04:37:02
500,Orsha,54.5153,30.4053,42.91,85,59,8.03,BY,2021-09-15 04:37:02
501,Polewali,-3.4324,119.3435,84.79,75,80,3.85,ID,2021-09-15 04:37:02
502,Icod De Los Vinos,28.3724,-16.7119,71.15,72,0,3.11,ES,2021-09-15 04:37:02
503,Buala,-8.145,159.5921,84.88,68,98,8.72,SB,2021-09-15 04:37:03
504,Bowen,-20.0167,148.2333,73.62,48,77,20.94,AU,2021-09-15 04:37:03
505,Kihei,20.785,-156.4656,80.62,78,90,14.97,US,2021-09-15 04:37:03
506,Varna,43.2167,27.9167,65.44,72,0,3.44,BG,2021-09-15 04:37:03
507,Balkanabat,39.5108,54.3671,80.82,53,0,5.08,TM,2021-09-15 04:35:00
508,Togur,58.3631,82.8265,48.11,66,99,5.57,RU,2021-09-15 04:37:04
509,Vanderhoof,54.0166,-124.0198,47.98,49,12,12.15,CA,2021-09-15 04:37:04
510,Diu,20.7141,70.9822,83.77,82,100,2.15,IN,2021-09-15 04:37:04
511,Povenets,62.8487,34.8262,44.22,73,100,12.53,RU,2021-09-15 04:37:05
512,San Quintin,30.4833,-115.95,69.87,78,0,10.16,MX,2021-09-15 04:37:05
513,Yerky,48.9906,30.9882,56.66,77,80,5.68,UA,2021-09-15 04:37:05
514,Avallon,47.4833,3.9,64.08,96,100,15.21,FR,2021-09-15 04:37:05
515,Mariestad,58.7097,13.8237,54.07,71,100,4.61,SE,2021-09-15 04:37:06
516,Visnes,59.3556,5.2242,55.22,87,20,6.91,NO,2021-09-15 04:37:06
517,Dunedin,-45.8742,170.5036,50.81,53,5,4.0,NZ,2021-09-15 04:32:30
518,Pottsville,40.6857,-76.1955,74.95,95,82,4.27,US,2021-09-15 04:37:06
519,Santo Cristo,15.2907,120.8842,89.47,66,29,3.42,PH,2021-09-15 04:37:06
520,Aracati,-4.5617,-37.7697,76.78,78,4,11.36,BR,2021-09-15 04:37:07
521,Hofn,64.2539,-15.2082,50.32,88,83,5.01,IS,2021-09-15 04:37:07
522,Khor,47.8861,134.9464,69.71,40,0,5.95,RU,2021-09-15 04:37:07
