City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Kemijarvi,FI,66.7131,27.4306,43.84,67,7,4.16,clear sky
457,Beeskow,DE,52.1667,14.25,60.82,63,90,1.01,overcast clouds
458,North Bend,US,43.4065,-124.2243,54.86,96,1,3.44,clear sky
459,Bakchar,RU,57.0186,82.0711,34.65,98,100,6.96,overcast clouds
460,Rabat,MA,33.9911,-6.8401,81.05,70,40,6.91,scattered clouds
461,Young,UY,-32.6833,-57.6333,64.22,94,100,14.41,overcast clouds
462,Bandarbeyla,SO,9.4942,50.8122,77.32,83,100,30.91,overcast clouds
463,Andra,RU,62.5147,65.8878,36.9,78,100,8.55,overcast clouds
464,Lufilufi,WS,-13.8745,-171.5986,69.58,76,11,13.29,few clouds
465,Port Hedland,AU,-20.3167,118.5667,75.25,9,100,10.36,overcast clouds
466,Najran,SA,17.4924,44.1277,90.25,12,80,11.36,broken clouds
467,Korgen,NO,66.0771,13.8153,53.31,54,17,8.66,few clouds
468,Urgut,UZ,39.4022,67.2431,65.82,25,0,1.41,clear sky
469,Jalu,LY,29.0331,21.5482,102.15,12,0,12.53,clear sky
470,Ust-Tsilma,RU,65.441,52.1498,40.53,71,100,3.4,overcast clouds
471,Tautira,PF,-17.7333,-149.15,77.02,71,31,13.69,scattered clouds
472,Valparaiso,CL,-33.0393,-71.6273,67.64,49,0,12.66,clear sky
473,Dzhebariki-Khaya,RU,62.2167,135.8,30.27,98,70,0.51,broken clouds
474,Cururupu,BR,-1.8283,-44.8683,89.1,50,38,8.48,scattered clouds
475,Sayyan,YE,15.1718,44.3244,73.72,18,87,12.1,overcast clouds
476,Kodinar,IN,20.7903,70.7031,80.37,89,28,11.18,scattered clouds
477,Yelovo,RU,57.0538,54.9207,41.94,65,97,8.48,overcast clouds
478,Straumen,NO,63.8709,11.2999,57.61,59,92,4.09,overcast clouds
479,Saint George,US,37.1041,-113.5841,66.79,33,1,1.01,clear sky
480,Nioro,GM,13.35,-15.75,92.68,52,40,6.49,scattered clouds
481,Nisia Floresta,BR,-6.0911,-35.2086,88.61,46,30,14.43,scattered clouds
482,Toora-Khem,RU,52.4675,96.11,31.96,93,33,1.36,scattered clouds
483,Legionowo,PL,52.4015,20.9266,50.22,72,75,6.91,broken clouds
484,Tura,IN,25.5198,90.2201,73.06,96,25,4.54,scattered clouds
485,Kalianget,ID,-7.05,113.9333,81.34,76,91,12.66,overcast clouds
486,Berlevag,NO,70.8578,29.0864,50.0,63,82,25.77,broken clouds
487,Soyo,AO,-6.1349,12.3689,77.79,73,23,12.8,few clouds
488,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,75,68,13.35,broken clouds
489,Mbekenyera,TZ,-10.0,38.9833,78.28,54,82,10.45,broken clouds
490,Aykhal,RU,66.0,111.5,34.39,90,100,5.88,overcast clouds
491,Alta Floresta,BR,-9.8756,-56.0861,91.22,55,17,4.61,few clouds
492,Barra Patuca,HN,15.8,-84.2833,84.61,71,83,1.66,broken clouds
493,Zanjan,IR,36.6736,48.4787,78.49,13,0,6.91,clear sky
494,San Lazaro,BZ,18.0387,-88.6622,87.51,76,48,5.32,scattered clouds
495,Noshiro,JP,40.2039,140.0242,63.07,80,91,6.76,overcast clouds
496,Barroquinha,BR,-3.0189,-41.1361,87.58,32,19,8.05,few clouds
497,Mudanjiang,CN,44.5833,129.6,56.41,94,100,3.36,moderate rain
498,Pitimbu,BR,-7.4706,-34.8086,84.79,60,72,11.72,broken clouds
499,Arkhangelsk,RU,64.5401,40.5433,42.91,70,90,4.47,overcast clouds
500,Windhoek,NA,-22.5594,17.0832,86.11,8,0,1.99,clear sky
501,Diamantino,BR,-14.4086,-56.4461,103.03,11,9,8.03,clear sky
502,Bardiyah,LY,31.7561,25.0865,85.3,47,0,9.01,clear sky
503,Poum,NC,-20.2333,164.0167,70.99,67,32,17.13,scattered clouds
504,Mengyin,CN,35.7069,117.9264,60.26,95,18,3.09,light rain
505,Ambon,ID,-3.6954,128.1814,77.14,94,75,5.75,light rain
506,Bitung,ID,1.4451,125.1824,76.05,83,97,4.12,overcast clouds
507,Sambava,MG,-14.2667,50.1667,73.42,75,41,15.77,scattered clouds
508,Gisborne,NZ,-38.6533,178.0042,44.94,85,0,6.67,clear sky
509,Plettenberg Bay,ZA,-34.0527,23.3716,56.21,64,92,23.02,overcast clouds
510,Solnechnyy,RU,50.7214,136.6319,48.56,62,16,3.67,few clouds
511,Pacifica,US,37.6138,-122.4869,67.14,86,20,3.0,few clouds
512,Kamaishi,JP,39.2667,141.8833,63.21,79,42,3.24,scattered clouds
513,Iqaluit,CA,63.7506,-68.5145,31.73,64,90,2.3,overcast clouds
514,Santa Lucia,ES,27.9117,-15.5407,72.72,54,40,26.46,scattered clouds
515,Gazanjyk,TM,39.2446,55.5154,83.19,19,0,16.17,clear sky
516,Bilma,NE,18.6853,12.9164,101.62,7,0,1.45,clear sky
517,Pucallpa,PE,-8.3791,-74.5539,89.64,58,20,3.44,few clouds
518,Vostok,RU,46.4856,135.8833,45.91,62,100,3.8,moderate rain
519,Teguise,ES,29.0605,-13.564,77.22,54,40,18.41,scattered clouds
520,Yemtsa,RU,63.0734,40.3329,38.23,74,59,3.33,broken clouds
521,Rawson,AR,-43.3002,-65.1023,59.31,36,0,6.69,clear sky
522,Esna,EG,25.2934,32.554,103.14,9,74,5.5,broken clouds
523,Avera,US,33.194,-82.5271,79.48,97,100,11.74,moderate rain
524,Ruy Barbosa,BR,-12.2839,-40.4939,88.16,30,100,8.16,overcast clouds
525,Homer,US,59.6425,-151.5483,49.05,77,90,0.0,overcast clouds
526,Akyab,MM,20.15,92.9,81.28,81,100,2.53,overcast clouds
527,Luganville,VU,-15.5333,167.1667,75.16,80,71,11.72,broken clouds
528,Zaraza,VE,9.3503,-65.3245,90.34,50,76,5.53,broken clouds
529,Bobrov,RU,51.0961,40.0333,58.62,83,99,5.35,overcast clouds
530,Sarakhs,IR,36.5449,61.1577,84.34,23,0,4.61,clear sky
531,Namatanai,PG,-3.6667,152.4333,78.8,81,100,6.38,overcast clouds
532,Westport,US,41.1415,-73.3579,75.18,73,1,4.0,clear sky
533,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,91.96,48,14,3.62,few clouds
534,Marfino,RU,55.7028,37.3822,44.85,93,90,17.9,light rain
535,Jishou,CN,28.3167,109.7167,73.72,79,0,3.02,light rain
536,Takoradi,GH,4.8845,-1.7554,80.87,76,60,10.4,light rain
537,Bagdarin,RU,54.4333,113.6,45.46,91,12,1.95,few clouds
538,Rawlins,US,41.7911,-107.2387,41.22,65,40,12.66,scattered clouds
539,Ulaangom,MN,49.9811,92.0667,48.67,40,0,3.31,clear sky
540,Odweyne,SO,9.4092,45.064,77.83,57,83,17.38,broken clouds
541,Prince Albert,CA,53.2001,-105.7677,48.47,69,44,11.54,scattered clouds
542,Labe,GN,11.3182,-12.2833,79.57,62,92,5.75,light rain
543,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,102.63,9,12,6.2,few clouds
544,Kamra,PK,33.7473,73.5111,74.77,67,49,7.02,scattered clouds
545,Salinopolis,BR,-0.6136,-47.3561,85.24,66,9,11.5,clear sky
546,San Diego De Los Banos,CU,22.6467,-83.3697,85.93,64,35,8.12,scattered clouds
547,Sovetskiy,RU,61.3614,63.5842,35.37,78,64,4.7,broken clouds
548,Katsuura,JP,35.1333,140.3,69.91,76,0,12.17,clear sky
549,Lompoc,US,34.6391,-120.4579,72.21,94,90,5.75,overcast clouds
550,Wattegama,LK,6.7989,81.4808,78.35,89,65,4.32,broken clouds
551,Chicama,PE,-7.8447,-79.1469,61.34,66,23,7.61,few clouds
552,Sandy Bay,AU,-42.913,147.3532,44.49,73,75,1.01,broken clouds
553,Cumpas,MX,29.9833,-109.7833,76.28,75,21,1.25,few clouds
554,Wencheng,CN,33.0559,113.7978,70.32,75,0,7.9,light rain
555,Camacha,PT,33.0833,-16.3333,74.16,78,75,12.66,light intensity drizzle
556,Banda Aceh,ID,5.5577,95.3222,80.15,73,100,5.5,light rain
557,Roebourne,AU,-20.7833,117.1333,83.64,14,71,24.32,broken clouds
558,Inirida,CO,3.8653,-67.9239,88.48,59,67,3.29,broken clouds
559,Zambezi,ZM,-13.5432,23.1047,98.1,9,9,4.14,clear sky
560,Beckley,US,37.7782,-81.1882,75.09,79,20,13.8,few clouds
561,Waitati,NZ,-45.75,170.5667,49.71,71,100,5.06,overcast clouds
562,Matara,LK,5.9485,80.5353,80.04,86,94,7.0,overcast clouds
563,Suwalki,PL,54.1118,22.9309,41.58,87,100,9.55,overcast clouds
564,Tabuk,PH,17.4189,121.4443,75.76,88,86,3.06,light rain
565,Pokhara,NP,28.2333,83.9833,70.77,93,19,3.15,few clouds
566,Kedrovyy,RU,56.1667,91.8167,39.61,78,96,8.23,overcast clouds
567,Hirara,JP,24.8,125.2833,83.95,76,5,8.84,clear sky
568,Vokhtoga,RU,58.8147,41.0461,42.3,62,100,9.24,overcast clouds
569,Defiance,US,41.3334,-84.45,79.09,61,75,11.5,broken clouds
570,Davila,PH,18.4726,120.5763,80.58,83,100,4.83,overcast clouds
571,Medvedok,RU,57.3891,50.0351,40.33,68,97,6.24,overcast clouds
572,Eganville,CA,45.5334,-77.0994,63.52,42,1,6.76,clear sky
573,Sao Filipe,CV,14.8961,-24.4956,80.76,79,92,5.01,overcast clouds
574,Saint-Joseph,RE,-21.3667,55.6167,66.58,77,92,15.39,light rain
575,Elat,IL,29.5581,34.9482,98.44,16,0,28.77,clear sky
576,San Carlos De Bariloche,AR,-41.1456,-71.3082,46.15,49,0,3.44,clear sky
577,Shymkent,KZ,42.3,69.6,72.19,18,0,6.71,clear sky
578,Porto Nacional,BR,-10.7081,-48.4172,93.2,11,97,2.1,overcast clouds
579,Ilhabela,BR,-23.7781,-45.3581,77.79,74,4,8.81,clear sky
580,Abu Kamal,SY,34.4506,40.9171,91.67,21,0,8.1,clear sky
581,Rovinj,HR,45.08,13.64,70.29,58,34,11.99,scattered clouds
582,Stephenville,US,32.2207,-98.2023,84.94,64,1,9.22,clear sky
583,Sorong,ID,-0.8833,131.25,76.98,89,100,6.33,overcast clouds
584,Udankudi,IN,8.4333,78.0167,84.31,73,52,14.36,broken clouds
585,Little Current,CA,45.9793,-81.9248,69.89,73,100,9.31,overcast clouds
586,Santa Cruz,BO,-17.8,-63.1667,91.45,49,20,18.41,few clouds
587,Oistins,BB,13.0667,-59.5333,89.69,58,20,13.8,few clouds
588,Binzhou,CN,37.3667,118.0167,62.83,95,19,9.26,light rain
589,Slave Lake,CA,55.2834,-114.769,46.38,81,90,5.75,overcast clouds
590,Henties Bay,NA,-22.116,14.2845,59.86,72,0,13.51,clear sky
591,Nong Bua,TH,15.8646,100.5858,76.86,92,100,4.34,light rain
592,Hede,CN,33.7681,120.2517,66.67,92,87,5.95,light rain
593,Juegang,CN,32.3174,121.1855,68.29,91,3,7.92,light rain
594,Genhe,CN,50.7833,121.5167,47.91,77,89,2.3,overcast clouds
595,Tandil,AR,-37.3217,-59.1332,56.3,76,96,14.0,overcast clouds
596,Chlorakas,CY,34.8042,32.4083,85.55,68,0,8.05,clear sky
597,Kurilsk,RU,45.2333,147.8833,53.04,82,88,9.78,overcast clouds
598,Parintins,BR,-2.6283,-56.7358,95.11,41,91,4.38,overcast clouds
599,Liverpool,GB,53.4106,-2.9779,69.46,68,20,4.0,few clouds
600,Conway,US,35.0887,-92.4421,80.82,85,20,0.0,few clouds
601,Poughkeepsie,US,41.7004,-73.921,74.77,75,1,7.0,clear sky
602,Kamina,CD,-8.7386,24.9906,91.0,17,79,7.45,broken clouds
603,Wuan,CN,31.6836,112.0044,71.92,77,0,6.51,light rain
604,Mitsamiouli,KM,-11.3847,43.2844,76.6,76,44,7.72,scattered clouds
605,Tilichiki,RU,60.4667,166.1,43.9,92,100,8.14,light rain
606,Rabo De Peixe,PT,37.8,-25.5833,72.91,64,20,11.5,few clouds
607,Misratah,LY,32.3754,15.0925,93.97,39,0,5.26,clear sky
608,Flin Flon,CA,54.7682,-101.865,48.0,65,43,11.45,scattered clouds
609,Orsha,BY,54.5153,30.4053,43.02,96,100,12.12,moderate rain
610,Amberieu-En-Bugey,FR,45.9589,5.3432,62.46,98,100,3.0,overcast clouds
611,Saravena,CO,6.9538,-71.8752,84.27,69,55,2.91,broken clouds
612,Carmo Do Paranaiba,BR,-19.0008,-46.3161,90.75,29,16,7.81,few clouds
613,Mamallapuram,IN,12.6264,80.1722,86.05,77,100,8.39,overcast clouds
614,Avon Park,US,27.5959,-81.5062,87.75,84,85,4.52,overcast clouds
615,Beringovskiy,RU,63.05,179.3167,38.25,97,100,6.73,light rain
616,Rio Cuarto,AR,-33.1307,-64.3499,50.83,93,100,13.13,overcast clouds
617,Pasighat,IN,28.0667,95.3333,78.73,86,1,3.02,clear sky
618,Kyshtovka,RU,56.555,76.6271,39.04,93,99,12.3,light rain
619,Muscat,OM,23.6139,58.5922,87.82,62,0,6.89,clear sky
620,Kabompo,ZM,-13.5927,24.2008,95.34,7,16,11.68,few clouds
621,Troitsko-Pechorsk,RU,62.7084,56.1964,39.33,66,100,9.06,overcast clouds
622,Mahajanga,MG,-15.7167,46.3167,78.82,69,40,10.36,scattered clouds
623,Broken Hill,AU,-31.95,141.4333,42.78,77,60,21.05,broken clouds
624,Lagos,NG,6.5833,3.75,84.18,68,46,8.81,light rain
625,Gamba,GA,-2.65,10.0,76.96,75,98,8.72,overcast clouds
626,Binika,IN,21.0333,83.8,78.19,88,88,3.96,overcast clouds
627,Rio Brilhante,BR,-21.8019,-54.5464,106.03,10,3,13.38,clear sky
628,Guanica,PR,17.9716,-66.908,90.99,70,19,6.62,few clouds
629,Visnes,NO,59.3556,5.2242,61.18,55,0,17.27,clear sky
630,Pahrump,US,36.2083,-115.9839,76.17,29,3,1.01,clear sky
631,Odesskoye,RU,54.2111,72.9651,37.02,90,59,11.27,broken clouds
632,Miles City,US,46.4083,-105.8406,54.52,81,75,6.91,broken clouds
633,Labuhan,ID,-6.8844,112.2051,81.19,75,33,7.76,scattered clouds
634,Le Vauclin,MQ,14.5452,-60.8388,89.65,55,0,9.22,clear sky
635,Arman,RU,59.7,150.1667,41.2,95,100,9.1,light rain
636,Turayf,SA,31.6725,38.6637,91.65,18,0,9.22,clear sky
637,Saurimo,AO,-9.6608,20.3916,95.41,18,73,7.27,broken clouds
638,Iskateley,RU,67.6803,53.1512,38.61,84,91,10.8,overcast clouds
639,Lamu,KE,-2.2717,40.902,80.82,77,60,13.53,broken clouds
640,Moerai,PF,-22.4333,-151.3333,73.98,80,0,11.65,clear sky
641,Wenshang,CN,35.7275,116.4961,62.06,95,2,8.75,light rain
642,Carutapera,BR,-1.195,-46.02,88.27,57,58,10.47,broken clouds
643,Pangkalanbuun,ID,-2.6833,111.6167,75.33,90,78,1.88,broken clouds
644,Evanston,US,42.0411,-87.6901,73.4,90,90,5.99,overcast clouds
645,Redmond,US,47.674,-122.1215,57.09,91,100,1.01,overcast clouds
646,Staroaleyskoye,RU,51.0061,82.0,41.31,57,83,5.37,broken clouds
647,Birmitrapur,IN,22.4,84.7667,78.37,85,94,1.28,overcast clouds
648,Barra Do Garcas,BR,-15.89,-52.2567,102.78,13,0,4.61,clear sky
649,Koslan,RU,63.4564,48.8989,39.11,73,21,3.96,few clouds
650,Itum-Kale,RU,42.7356,45.5758,62.08,91,82,0.56,broken clouds
651,Ulefoss,NO,59.2838,9.2646,53.58,65,100,5.86,overcast clouds
652,Senador Jose Porfirio,BR,-2.5908,-51.9542,91.92,47,67,2.21,broken clouds
653,Arroyo,ES,41.6096,-4.7969,68.14,48,75,6.91,broken clouds
654,Hami,CN,42.8,93.45,79.39,22,33,25.41,scattered clouds
655,Belaya Gora,RU,68.5333,146.4167,25.74,77,75,7.49,broken clouds
656,Kleive,NO,62.7954,7.6359,56.91,77,75,3.44,broken clouds
657,Stavropol,RU,45.0428,41.9733,64.87,77,40,6.71,scattered clouds
658,Bintulu,MY,3.1667,113.0333,77.41,94,20,3.44,few clouds
659,Ismailia,EG,30.6043,32.2723,91.47,52,0,14.97,clear sky
660,Bogandinskiy,RU,56.8937,65.8938,41.27,91,99,7.16,overcast clouds
661,Kudahuvadhoo,MV,2.6708,72.8944,83.59,71,15,6.31,few clouds
662,Nimaparha,IN,20.0667,86.0167,81.0,79,96,5.75,overcast clouds
663,Farafangana,MG,-22.8167,47.8333,68.9,76,53,12.33,broken clouds
664,Townsville,AU,-19.25,146.8,65.28,88,66,3.44,broken clouds
665,Mlalo,TZ,-4.9333,38.9333,76.69,70,57,11.56,broken clouds
666,Agropoli,IT,40.3469,14.9966,79.09,64,75,9.69,broken clouds
667,Karratha,AU,-20.7377,116.8463,84.27,13,74,25.01,broken clouds
668,Ferme-Neuve,CA,46.7001,-75.4493,64.18,51,47,5.64,scattered clouds
669,Yatou,CN,37.15,122.3833,64.53,88,97,16.26,overcast clouds
670,Black River,JM,18.0264,-77.8487,87.8,64,10,2.66,clear sky
671,Ranot,TH,7.7777,100.3213,78.62,80,100,8.86,overcast clouds
672,Mantua,IT,45.1667,10.7833,77.05,57,22,5.99,few clouds
673,Balikpapan,ID,-1.2675,116.8289,76.5,89,100,5.26,overcast clouds
674,Leh,IN,34.1667,77.5833,62.01,41,99,5.88,overcast clouds
675,Kathmandu,NP,27.7167,85.3167,68.22,100,90,4.61,overcast clouds
676,Ila,NO,63.4305,10.3705,57.96,58,100,1.99,overcast clouds
677,Parambu,BR,-6.2111,-40.6944,93.45,31,87,6.69,overcast clouds
678,Daru,PG,-9.0763,143.2092,76.78,90,99,16.08,overcast clouds
679,Dayong,CN,25.0209,118.2898,83.88,88,75,2.46,broken clouds
680,Kamenka,RU,51.3223,42.7678,47.61,82,100,16.89,overcast clouds
681,Olafsvik,IS,64.8945,-23.7142,46.6,83,100,22.28,overcast clouds
682,Kahului,US,20.8947,-156.47,73.98,78,1,0.0,clear sky
683,Antalaha,MG,-14.9003,50.2788,72.28,72,21,13.56,few clouds
